ip.src,ip.dst,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,http.request,udp.port,frame.time_relative,frame.time_delta,tcp.time_relative,tcp.time_delta
"192.168.1.2","192.168.1.1","84","1","0",,,,"64","1",,,,,,,,,,,,,"62.727391000","0.606312000",,
"192.168.1.1","192.168.1.2","84","1","0",,,,"255","1",,,,,,,,,,,,,"62.741632000","0.014241000",,
"192.168.1.2","192.168.1.3","84","1","0",,,,"64","1",,,,,,,,,,,,,"62.743292000","0.001660000",,
"192.168.1.3","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"62.746728000","0.003436000",,
,,,,,,,,,,,,,,,,,,,,,,"63.271012000","0.524284000",,
,,,,,,,,,,,,,,,,,,,,,,"63.271373000","0.000361000",,
,,,,,,,,,,,,,,,,,,,,,,"64.294148000","1.022775000",,
,,,,,,,,,,,,,,,,,,,,,,"64.666595000","0.372447000",,
,,,,,,,,,,,,,,,,,,,,,,"64.674792000","0.008197000",,
"192.168.1.2","192.168.1.3","84","1","0",,,,"64","1",,,,,,,,,,,,,"64.744186000","0.069394000",,
"192.168.1.3","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"64.747662000","0.003476000",,
"192.168.1.2","192.168.1.6","84","1","0",,,,"64","1",,,,,,,,,,,,,"64.749897000","0.002235000",,
"192.168.1.6","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"64.784155000","0.034258000",,
,,,,,,,,,,,,,,,,,,,,,,"66.523060000","1.738905000",,
"192.168.1.2","192.168.1.6","84","1","0",,,,"64","1",,,,,,,,,,,,,"66.749884000","0.226824000",,
"192.168.1.6","192.168.1.2","84","0","0",,,,"64","1",,,,,,,,,,,,,"66.760862000","0.010978000",,
"192.168.1.2","192.168.1.5","84","1","0",,,,"64","1",,,,,,,,,,,,,"66.772783000","0.011921000",,
"192.168.1.5","192.168.1.2","84","0","0",,,,"128","1",,,,,,,,,,,,,"66.785039000","0.012256000",,
,,,,,,,,,,,,,,,,,,,,,,"68.711114000","1.926075000",,
