ip.src,ip.dst,eth.addr,eth.dst,frame.time_relative,frame.time_delta,label
3232235777,3232235778,13259053006848,13259053006848,52.687742,0.014061,Normal_Traffic
0,0,1652522221568,1652522221568,53.576377,0.888635,Normal_Traffic
3232235778,3232235777,219906802581504,219906802581504,54.674129,1.097752,Normal_Traffic
3232235777,3232235778,13259053006848,13259053006848,54.694684,0.020555,Normal_Traffic
0,0,1652522221568,1652522221568,55.685988,0.991304,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,56.69996,1.013972,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,56.715588,0.015628,Normal_Traffic
0,0,1652522221568,1652522221568,57.864873,1.149285,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,58.701208,0.836335,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,58.714231,0.013023,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,58.715466,0.001235,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,58.724628,0.009162,Normal_Traffic
0,0,1652522221568,1652522221568,59.989124,1.264496,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,60.715983,0.726859,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,60.722554,0.006571,Normal_Traffic
3232235778,3232235777,219906802581504,219906802581504,60.725905,0.003351,Normal_Traffic
3232235777,3232235778,13259053006848,13259053006848,60.752786,0.026881,Normal_Traffic
0,0,1652522221568,1652522221568,62.121079,1.368293,Normal_Traffic
3232235778,3232235777,219906802581504,219906802581504,62.727391,0.606312,Normal_Traffic
3232235777,3232235778,13259053006848,13259053006848,62.741632,0.014241,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,62.743292,0.00166,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,62.746728,0.003436,Normal_Traffic
0,0,13259053006848,13259053006848,63.271012,0.524284,Normal_Traffic
0,0,13967729426432,13967729426432,63.271373,0.000361,Normal_Traffic
0,0,1652522221568,1652522221568,64.294148,1.022775,Normal_Traffic
0,0,1099726376140,1099726376140,64.666595,0.372447,Normal_Traffic
0,0,1099726376140,1099726376140,64.674792,0.008197,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,64.744186,0.069394,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,64.747662,0.003476,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,64.749897,0.002235,Normal_Traffic
3232235782,3232235778,13259053006848,13259053006848,64.784155,0.034258,Normal_Traffic
0,0,1652522221568,1652522221568,66.52306,1.738905,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,66.749884,0.226824,Normal_Traffic
3232235782,3232235778,13259053006848,13259053006848,66.760862,0.010978,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,66.772783,0.011921,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,66.785039,0.012256,Normal_Traffic
0,0,1652522221568,1652522221568,68.711114,1.926075,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,68.773212,0.062098,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,68.784042,0.01083,Normal_Traffic
0,0,13259053006848,13259053006848,69.768287,0.984245,Normal_Traffic
0,0,13233333338112,13233333338112,69.771632,0.003345,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,70.786634,1.015002,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,70.800907,0.014273,Normal_Traffic
0,0,1652522221568,1652522221568,70.892495,0.091588,Normal_Traffic
0,0,13259053006848,13259053006848,71.627858,0.735363,Normal_Traffic
0,0,13909683339264,13909683339264,71.632379,0.004521,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,72.787054,1.154675,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,72.791061,0.004007,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,72.794002,0.002941,Normal_Traffic
3232235782,3232235778,13259053006848,13259053006848,72.815163,0.021161,Normal_Traffic
0,0,1652522221568,1652522221568,73.071244,0.256081,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,74.794608,1.723364,Normal_Traffic
3232235782,3232235778,13259053006848,13259053006848,74.802556,0.007948,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,74.803898,0.001342,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,74.808793,0.004895,Normal_Traffic
0,0,1652522221568,1652522221568,75.178113,0.36932,Normal_Traffic
0,0,281474976710655,281474976710655,75.884152,0.706039,Normal_Traffic
0,0,13259053006848,13259053006848,75.946484,0.062332,Normal_Traffic
0,0,14189840039936,14189840039936,75.946924,0.00044,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,76.805058,0.858134,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,76.811557,0.006499,Normal_Traffic
0,0,1652522221568,1652522221568,77.352976,0.541419,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,78.814352,1.461376,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,78.824564,0.010212,Normal_Traffic
0,0,1652522221568,1652522221568,79.476644,0.65208,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,80.815942,1.339298,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,80.823478,0.007536,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,80.825057,0.001579,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,80.843939,0.018882,Normal_Traffic
0,0,1652522221568,1652522221568,81.612405,0.768466,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,82.826511,1.214106,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,82.83423,0.007719,Normal_Traffic
3232235778,3232235777,219906802581504,219906802581504,82.835657,0.001427,Normal_Traffic
3232235777,3232235778,13259053006848,13259053006848,82.85946,0.023803,Normal_Traffic
0,0,1652522221568,1652522221568,83.764982,0.905522,Normal_Traffic
0,0,1099726376140,1099726376140,84.135236,0.370254,Normal_Traffic
3232235778,3232235777,219906802581504,219906802581504,84.837202,0.701966,Normal_Traffic
3232235777,3232235778,13259053006848,13259053006848,84.853281,0.016079,Normal_Traffic
3232235778,3232235777,219906802581504,219906802581504,84.856359,0.003078,Normal_Traffic
3232235777,3232235778,13259053006848,13259053006848,84.871839,0.01548,Normal_Traffic
0,0,1652522221568,1652522221568,85.923081,1.051242,Normal_Traffic
3232235778,3232235777,219906802581504,219906802581504,86.858467,0.935386,Normal_Traffic
3232235777,3232235778,13259053006848,13259053006848,86.871958,0.013491,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,86.87351,0.001552,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,86.89685,0.02334,Normal_Traffic
0,0,1652522221568,1652522221568,88.06957,1.17272,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,88.875151,0.805581,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,88.881644,0.006493,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,88.882831,0.001187,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,88.899066,0.016235,Normal_Traffic
0,0,1652522221568,1652522221568,90.21821,1.319144,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,90.882877,0.664667,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,90.891345,0.008468,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,90.898334,0.006989,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,90.916213,0.017879,Normal_Traffic
0,0,1652522221568,1652522221568,92.364514,1.448301,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,92.900742,0.536228,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,92.912293,0.011551,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,92.913922,0.001629,Normal_Traffic
3232235782,3232235778,13259053006848,13259053006848,92.931558,0.017636,Normal_Traffic
0,0,1652522221568,1652522221568,94.552999,1.621441,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,94.916145,0.363146,Normal_Traffic
3232235782,3232235778,13259053006848,13259053006848,94.932712,0.016567,Normal_Traffic
0,0,1099726376140,1099726376140,96.526506,1.593794,Normal_Traffic
0,0,1099726376140,1099726376140,96.537698,0.011192,Normal_Traffic
0,0,1652522221568,1652522221568,96.814207,0.276509,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,96.937687,0.12348,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,96.951095,0.013408,Normal_Traffic
3232235778,3232235780,14189840039936,14189840039936,98.939677,1.988582,Normal_Traffic
3232235780,3232235778,13259053006848,13259053006848,98.947075,0.007398,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,98.948433,0.001358,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,98.957575,0.009142,Normal_Traffic
0,0,1652522221568,1652522221568,99.031496,0.073921,Normal_Traffic
3232235778,3232235781,13909683339264,13909683339264,100.949873,1.918377,Normal_Traffic
3232235781,3232235778,13259053006848,13259053006848,100.958723,0.00885,Normal_Traffic
0,0,1652522221568,1652522221568,101.194073,0.23535,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,102.959005,1.764932,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,102.975707,0.016702,Normal_Traffic
0,0,1652522221568,1652522221568,103.375984,0.400277,Normal_Traffic
3232235778,3232235779,13967729426432,13967729426432,104.96115,1.585166,Normal_Traffic
3232235779,3232235778,13259053006848,13259053006848,104.966144,0.004994,Normal_Traffic
3232235778,3232235777,219906802581504,219906802581504,104.967511,0.001367,Normal_Traffic
3232235777,3232235778,13259053006848,13259053006848,104.991144,0.023633,Normal_Traffic
0,0,1652522221568,1652522221568,105.514943,0.523799,Normal_Traffic
3232235778,3232235777,219906802581504,219906802581504,106.96999,1.455047,Normal_Traffic
3232235777,3232235778,13259053006848,13259053006848,106.981045,0.011055,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,106.982503,0.001458,Normal_Traffic
3232235782,3232235778,13259053006848,13259053006848,106.991456,0.008953,Normal_Traffic
0,0,1652522221568,1652522221568,107.639961,0.648505,Normal_Traffic
0,0,13259053006848,13259053006848,107.770787,0.130826,Normal_Traffic
0,0,13967729426432,13967729426432,107.773979,0.003192,Normal_Traffic
3232235778,3232235782,13233333338112,13233333338112,108.984737,1.210758,Normal_Traffic
