ip.src,ip.dst,ip.len,ip.flags.df,ip.ttl,ip.proto,frame.time_relative,frame.time_delta,label
3232235778,3232235777,62.0,0.0,128.0,17.0,50.658593,0.00041,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,50.66079,0.002197,DHCP_Spoofing
3232235778,3232235777,77.0,0.0,128.0,17.0,50.661128,0.000338,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,50.676044,0.014916,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,50.676441,0.000397,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,50.67899,0.002549,DHCP_Spoofing
3232235778,3232235777,77.0,0.0,128.0,17.0,50.679312,0.000322,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,50.694169,0.014857,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,50.694646,0.000477,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,50.706524,0.011878,DHCP_Spoofing
3232235778,3232235777,77.0,0.0,128.0,17.0,50.706955,0.000431,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,50.708258,0.001303,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,50.708551,0.000293,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,50.72185,0.013299,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,50.72835,0.0065,DHCP_Spoofing
3232235778,3232236031,96.0,0.0,128.0,17.0,50.793548,0.065198,DHCP_Spoofing
3232235778,3232236031,96.0,0.0,128.0,17.0,50.900785,0.107237,DHCP_Spoofing
3232235778,3232236031,96.0,0.0,128.0,17.0,50.901417,0.000632,DHCP_Spoofing
3232235778,3232235777,77.0,0.0,128.0,17.0,51.285704,0.384287,DHCP_Spoofing
3232235778,4026531834,165.0,0.0,4.0,17.0,51.294201,0.008497,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,51.307158,0.012957,DHCP_Spoofing
3232235778,3232235777,77.0,0.0,128.0,17.0,51.307608,0.00045,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,51.328701,0.021093,DHCP_Spoofing
3232235778,3232235777,77.0,0.0,128.0,17.0,51.329199,0.000498,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,51.359432,0.030233,DHCP_Spoofing
3232235778,3232235777,77.0,0.0,128.0,17.0,51.359908,0.000476,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,51.373765,0.013857,DHCP_Spoofing
3232235778,3232235777,77.0,0.0,128.0,17.0,51.374219,0.000454,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,51.38723,0.013011,DHCP_Spoofing
0,0,0.0,0.0,0.0,0.0,51.619682,0.232452,DHCP_Spoofing
0,0,0.0,0.0,0.0,0.0,52.010987,0.391305,DHCP_Spoofing
3232235778,4026531834,165.0,0.0,4.0,17.0,52.160836,0.149849,DHCP_Spoofing
3232235778,4026531834,165.0,0.0,4.0,17.0,52.200771,0.039935,DHCP_Spoofing
3232235778,4026531834,165.0,0.0,4.0,17.0,52.442348,0.241577,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,52.450211,0.007863,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,52.466805,0.016594,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,52.475554,0.008749,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,52.496089,0.020535,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,52.497533,0.001444,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,52.510516,0.012983,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,52.544372,0.033856,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,52.564686,0.020314,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,52.590506,0.02582,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,52.614851,0.024345,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,53.652564,1.037713,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,53.66115,0.008586,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,53.662044,0.000894,DHCP_Spoofing
3232235777,3232235778,56.0,0.0,255.0,1.0,53.682935,0.020891,DHCP_Spoofing
3232235778,3232235777,62.0,0.0,128.0,17.0,53.683387,0.000452,DHCP_Spoofing
