ip.src,ip.dst,ip.len,ip.flags.df,ip.ttl,ip.proto,frame.time_relative,frame.time_delta,label
3232235778,3232235779,84.0,0.0,64.0,1.0,9.897138,0.006311,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,9.897795,0.000657,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,9.899383,0.001588,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,9.909081,0.009698,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,9.910068,0.000987,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,9.916562,0.006494,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,9.917346,0.000784,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,9.925435,0.008089,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,9.927395,0.00196,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,9.932498,0.005103,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,9.933217,0.000719,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,9.940531,0.007314,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,9.943056,0.002525,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,9.948059,0.005003,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,9.9497,0.001641,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,9.957606,0.007906,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,9.959081,0.001475,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,9.965111,0.00603,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,9.966279,0.001168,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,9.980857,0.014578,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,9.982025,0.001168,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,9.994525,0.0125,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,9.996415,0.00189,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,10.007482,0.011067,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,10.009371,0.001889,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,10.021016,0.011645,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,10.02262,0.001604,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,10.033039,0.010419,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,10.036326,0.003287,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,10.047231,0.010905,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,10.050744,0.003513,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,10.066105,0.015361,Abnormal_Traffic
3232235778,3232235779,84.0,0.0,64.0,1.0,10.068377,0.002272,Abnormal_Traffic
3232235779,3232235778,84.0,1.0,64.0,1.0,10.077797,0.00942,Abnormal_Traffic
