ip.src,ip.dst,ip.len,ip.flags.df,ip.ttl,ip.proto,udp.port,frame.time_relative,frame.time_delta,label
3232235876,3232235779,40,0,64,6,0,18.950418,0.002286,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,18.950603,0.000185,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,18.951548,0.000945,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,18.952043,0.000495,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,18.964842,0.012799,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,18.965097,0.000255,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,18.969349,0.004252,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,18.969601,0.000252,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,18.981884,0.012283,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,18.982297,0.000413,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,18.983653,0.001356,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,18.983914,0.000261,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,18.998717,0.014803,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,18.999085,0.000368,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.001617,0.002532,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.001925,0.000308,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.010995,0.00907,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.012267,0.001272,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.015307,0.00304,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.01564,0.000333,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.026159,0.010519,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.02675,0.000591,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.029362,0.002612,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.029796,0.000434,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.040709,0.010913,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.041039,0.00033,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.042508,0.001469,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.042746,0.000238,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.05463,0.011884,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.054984,0.000354,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.056335,0.001351,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.056772,0.000437,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.068394,0.011622,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.068814,0.00042,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.070717,0.001903,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.070966,0.000249,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.081165,0.010199,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.081565,0.0004,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.08284,0.001275,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.083081,0.000241,Abnormal_Traffic
3232235777,3232235779,56,0,255,1,63525,19.09766,0.014579,Abnormal_Traffic
3232235779,3232235777,70,0,128,17,63525,19.098242,0.000582,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.099223,0.000981,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.099602,0.000379,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.100702,0.0011,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.101353,0.000651,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.11054,0.009187,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.111277,0.000737,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.112576,0.001299,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.112865,0.000289,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.123655,0.01079,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.124095,0.00044,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.126104,0.002009,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.126436,0.000332,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.138039,0.011603,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.138397,0.000358,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.140821,0.002424,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.14114,0.000319,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.159143,0.018003,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.159487,0.000344,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.161797,0.00231,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.162184,0.000387,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.174121,0.011937,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.174533,0.000412,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.179765,0.005232,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.180088,0.000323,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.191006,0.010918,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.191354,0.000348,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.192494,0.00114,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.192743,0.000249,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.201835,0.009092,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.202241,0.000406,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.205244,0.003003,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.205557,0.000313,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.218279,0.012722,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.21866,0.000381,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.220699,0.002039,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.221004,0.000305,Abnormal_Traffic
3232235777,3232235779,56,0,255,1,63525,19.233076,0.012072,Abnormal_Traffic
3232235779,3232235777,70,0,128,17,63525,19.233498,0.000422,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.234982,0.001484,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.235274,0.000292,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.24006,0.004786,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.240435,0.000375,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.246497,0.006062,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.246905,0.000408,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.248014,0.001109,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.248294,0.00028,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.261761,0.013467,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.26216,0.000399,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.263288,0.001128,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.263578,0.00029,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.28025,0.016672,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.281052,0.000802,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.281548,0.000496,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.283172,0.001624,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.295754,0.012582,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.297221,0.001467,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.297423,0.000202,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.299715,0.002292,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.309323,0.009608,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.30966,0.000337,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.311005,0.001345,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.311351,0.000346,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.321933,0.010582,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.322318,0.000385,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.324422,0.002104,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.324982,0.00056,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.336479,0.011497,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.336795,0.000316,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.338118,0.001323,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.338433,0.000315,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.347774,0.009341,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.34813,0.000356,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.349235,0.001105,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.349484,0.000249,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.361359,0.011875,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.361744,0.000385,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.363081,0.001337,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.36338,0.000299,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.37287,0.00949,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.373217,0.000347,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.374435,0.001218,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.374813,0.000378,Abnormal_Traffic
3232235777,3232235779,56,0,255,1,63525,19.385878,0.011065,Abnormal_Traffic
3232235779,3232235777,70,0,128,17,63525,19.386313,0.000435,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.396642,0.010329,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.396962,0.00032,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.398762,0.0018,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.39903,0.000268,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.40849,0.00946,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.408841,0.000351,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.411232,0.002391,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.411544,0.000312,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.422292,0.010748,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.422635,0.000343,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.425081,0.002446,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.425396,0.000315,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.434537,0.009141,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.434826,0.000289,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.436818,0.001992,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.437068,0.00025,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.44821,0.011142,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.44852,0.00031,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.449914,0.001394,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.45015,0.000236,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.460823,0.010673,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.461077,0.000254,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.462781,0.001704,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.463034,0.000253,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.469179,0.006145,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.469456,0.000277,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.471997,0.002541,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.472265,0.000268,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.483019,0.010754,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.483359,0.00034,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.484679,0.00132,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.485024,0.000345,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.495005,0.009981,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.495262,0.000257,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.496463,0.001201,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.496702,0.000239,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.508326,0.011624,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.508589,0.000263,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.510784,0.002195,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.51109,0.000306,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.519928,0.008838,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.520227,0.000299,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.521497,0.00127,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.521742,0.000245,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.534769,0.013027,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.535121,0.000352,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.536671,0.00155,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.536907,0.000236,Abnormal_Traffic
3232235777,3232235779,56,0,255,1,63525,19.546693,0.009786,Abnormal_Traffic
3232235779,3232235777,70,0,128,17,63525,19.547057,0.000364,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.549381,0.002324,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.549625,0.000244,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.550926,0.001301,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.551163,0.000237,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.560931,0.009768,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.561234,0.000303,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.562428,0.001194,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.5627,0.000272,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.575338,0.012638,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.575669,0.000331,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.576819,0.00115,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.577055,0.000236,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.586099,0.009044,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.586406,0.000307,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.590382,0.003976,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.590778,0.000396,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.609014,0.018236,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.609408,0.000394,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.611919,0.002511,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.612223,0.000304,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.62434,0.012117,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.624599,0.000259,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.625782,0.001183,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.626018,0.000236,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.63882,0.012802,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.639321,0.000501,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.640888,0.001567,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.641354,0.000466,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.651888,0.010534,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.652226,0.000338,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.653808,0.001582,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.654219,0.000411,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.666159,0.01194,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.666472,0.000313,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.6688,0.002328,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.669167,0.000367,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.678592,0.009425,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.678963,0.000371,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.680573,0.00161,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.680911,0.000338,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.68944,0.008529,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.689831,0.000391,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.693341,0.00351,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.693653,0.000312,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.70298,0.009327,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.70349,0.00051,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.704933,0.001443,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.705174,0.000241,Abnormal_Traffic
3232235777,3232235779,56,0,255,1,63525,19.718491,0.013317,Abnormal_Traffic
3232235779,3232235777,70,0,128,17,54858,19.722286,0.003795,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.723505,0.001219,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.724674,0.001169,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.725173,0.000499,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.725338,0.000165,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.733268,0.00793,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.733549,0.000281,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.73463,0.001081,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.734912,0.000282,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.745703,0.010791,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.745995,0.000292,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.74772,0.001725,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.747976,0.000256,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.75582,0.007844,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.756189,0.000369,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.758556,0.002367,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.758822,0.000266,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.767844,0.009022,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.768136,0.000292,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.769416,0.00128,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.769685,0.000269,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.780618,0.010933,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.780945,0.000327,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.78214,0.001195,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.782414,0.000274,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.791266,0.008852,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.791536,0.00027,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.792823,0.001287,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.793085,0.000262,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.801179,0.008094,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.801599,0.00042,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.805565,0.003966,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.80584,0.000275,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.82377,0.01793,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.824109,0.000339,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.825362,0.001253,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.825612,0.00025,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.834748,0.009136,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.835083,0.000335,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.845763,0.01068,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.846127,0.000364,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.854806,0.008679,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.855075,0.000269,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.856681,0.001606,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.85695,0.000269,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.869303,0.012353,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.869709,0.000406,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.870911,0.001202,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.871153,0.000242,Abnormal_Traffic
3232235777,3232235779,56,0,255,1,54858,19.881119,0.009966,Abnormal_Traffic
3232235779,3232235777,70,0,128,17,54858,19.881505,0.000386,Abnormal_Traffic
0,0,0,0,0,0,0,19.888414,0.006909,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.89907,0.010656,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.899401,0.000331,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.900486,0.001085,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.900723,0.000237,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.909574,0.008851,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.909905,0.000331,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.91147,0.001565,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.911772,0.000302,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.922616,0.010844,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.92323,0.000614,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.924782,0.001552,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.925071,0.000289,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.934556,0.009485,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.934917,0.000361,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.937044,0.002127,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.937342,0.000298,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.949547,0.012205,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.95019,0.000643,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.952123,0.001933,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.952399,0.000276,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.965517,0.013118,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.965954,0.000437,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.967825,0.001871,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.968091,0.000266,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.984648,0.016557,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.985329,0.000681,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.989631,0.004302,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,19.990266,0.000635,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,19.999564,0.009298,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.000309,0.000745,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,20.00256,0.002251,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.002848,0.000288,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,20.014516,0.011668,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.014932,0.000416,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,20.019542,0.00461,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.019893,0.000351,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,20.029872,0.009979,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.030238,0.000366,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,20.031504,0.001266,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.031874,0.00037,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,20.043238,0.011364,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.043637,0.000399,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,20.045688,0.002051,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.046162,0.000474,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,20.064301,0.018139,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.064811,0.00051,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,20.066795,0.001984,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.068607,0.001812,Abnormal_Traffic
3232235777,3232235779,56,0,255,1,54858,20.078496,0.009889,Abnormal_Traffic
3232235779,3232235777,70,0,128,17,54858,20.07898,0.000484,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,20.080379,0.001399,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.080628,0.000249,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,20.083527,0.002899,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.083986,0.000459,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,20.093116,0.00913,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.093426,0.00031,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,20.094569,0.001143,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.094824,0.000255,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,20.104607,0.009783,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.104981,0.000374,Abnormal_Traffic
3232235876,3232235779,40,0,64,6,0,20.106601,0.00162,Abnormal_Traffic
3232235779,3232235876,40,1,128,6,0,20.106861,0.00026,Abnormal_Traffic
